Ticket_ID,Customer_ID,Customer_Name,Customer_Email,Customer_Country,Customer_Language,Channel,Query_Category,Query_Subcategory,Customer_Query_Text,Intent_Detected,Sentiment_Score,Priority_Level,AI_Response_Text,Human_Escalation_Flag,Resolution_Status,Resolution_Time,Customer_Feedback_Rating,Follow_Up_Required,Timestamp
TKT-11017,CUST-6017,User1017,user1017@example.com,UK,Arabic,Chat,Billing,Payment Failure,Customer is facing an issue and needs support.,Request Info,0.35,Medium,AI provided a helpful response.,TRUE,Resolved,62,2,TRUE,2026-01-28T18:10:19.728667
TKT-11018,CUST-6018,User1018,user1018@example.com,UAE,English,Chat,Delivery,General Inquiry,Customer is facing an issue and needs support.,Request Info,-0.39,High,AI provided a helpful response.,FALSE,Pending,20,4,TRUE,2026-01-12T02:22:19.728667
TKT-11019,CUST-6019,User1019,user1019@example.com,UAE,German,Email,Product,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.42,Critical,AI provided a helpful response.,TRUE,Resolved,34,2,TRUE,2026-01-27T06:21:19.728667
TKT-11020,CUST-6020,User1020,user1020@example.com,Pakistan,German,WhatsApp,Product,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,-0.13,High,AI provided a helpful response.,TRUE,Pending,10,3,FALSE,2026-01-17T20:38:19.728667
TKT-11021,CUST-6021,User1021,user1021@example.com,Australia,Hindi,WhatsApp,Product,General Inquiry,Customer is facing an issue and needs support.,Request Info,0,High,AI provided a helpful response.,TRUE,Pending,13,3,TRUE,2025-12-13T19:51:19.728667
TKT-11022,CUST-6022,User1022,user1022@example.com,Pakistan,French,WhatsApp,Product,Refund Request,Customer is facing an issue and needs support.,Request Info,0.24,High,AI provided a helpful response.,FALSE,Pending,28,5,TRUE,2025-12-07T18:09:19.728667
TKT-11023,CUST-6023,User1023,user1023@example.com,France,German,Web,Delivery,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.16,Low,AI provided a helpful response.,TRUE,Pending,41,4,TRUE,2026-01-20T23:58:19.728667
TKT-11024,CUST-6024,User1024,user1024@example.com,UK,English,Web,Product,Bug Report,Customer is facing an issue and needs support.,Request Info,0.25,Medium,AI provided a helpful response.,FALSE,Pending,42,5,TRUE,2026-01-16T07:22:19.728667
TKT-11025,CUST-6025,User1025,user1025@example.com,Canada,German,Web,Product,Login Issue,Customer is facing an issue and needs support.,Get Help,-0.05,Low,AI provided a helpful response.,TRUE,Escalated,37,3,FALSE,2025-12-05T16:09:19.728667
TKT-11026,CUST-6026,User1026,user1026@example.com,Pakistan,Hindi,Chat,Technical,General Inquiry,Customer is facing an issue and needs support.,Request Info,0.71,Critical,AI provided a helpful response.,TRUE,Resolved,45,4,TRUE,2026-02-01T23:01:19.728667
TKT-11027,CUST-6027,User1027,user1027@example.com,Canada,German,WhatsApp,Billing,Payment Failure,Customer is facing an issue and needs support.,Get Help,-0.75,Critical,AI provided a helpful response.,TRUE,Escalated,11,3,FALSE,2025-12-31T22:26:19.728667
TKT-11028,CUST-6028,User1028,user1028@example.com,UK,Arabic,Chat,Product,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,0.56,Medium,AI provided a helpful response.,TRUE,Escalated,62,5,TRUE,2025-12-11T02:44:19.728667
TKT-11029,CUST-6029,User1029,user1029@example.com,USA,Urdu,WhatsApp,Delivery,Login Issue,Customer is facing an issue and needs support.,Get Help,-0.14,Medium,AI provided a helpful response.,TRUE,Pending,36,1,TRUE,2026-01-18T16:28:19.728667
TKT-11030,CUST-6030,User1030,user1030@example.com,India,Urdu,Email,Delivery,Bug Report,Customer is facing an issue and needs support.,Request Info,0.9,High,AI provided a helpful response.,FALSE,Escalated,27,1,FALSE,2025-12-06T09:56:19.728667
TKT-11031,CUST-6031,User1031,user1031@example.com,UAE,Hindi,Email,Account,Refund Request,Customer is facing an issue and needs support.,Request Info,0.41,Medium,AI provided a helpful response.,TRUE,Escalated,36,1,TRUE,2025-12-02T22:01:19.728667
TKT-11032,CUST-6032,User1032,user1032@example.com,USA,Arabic,Web,Technical,Payment Failure,Customer is facing an issue and needs support.,Complaint,0.83,Critical,AI provided a helpful response.,FALSE,Pending,4,3,FALSE,2026-01-13T15:56:19.728667
TKT-11033,CUST-6033,User1033,user1033@example.com,USA,French,Web,Product,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,0.84,Low,AI provided a helpful response.,FALSE,Pending,14,2,TRUE,2025-12-28T08:30:19.728667
TKT-11034,CUST-6034,User1034,user1034@example.com,Australia,English,WhatsApp,Technical,Login Issue,Customer is facing an issue and needs support.,Request Info,0.12,High,AI provided a helpful response.,FALSE,Pending,43,4,TRUE,2026-02-04T12:51:19.728667
TKT-11035,CUST-6035,User1035,user1035@example.com,USA,Hindi,Chat,Billing,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.25,High,AI provided a helpful response.,FALSE,Resolved,7,5,TRUE,2025-12-23T18:38:19.728667
TKT-11036,CUST-6036,User1036,user1036@example.com,UK,German,Email,Technical,Refund Request,Customer is facing an issue and needs support.,Complaint,0.35,Critical,AI provided a helpful response.,FALSE,Pending,8,2,TRUE,2026-01-12T21:50:19.728667
TKT-11037,CUST-6037,User1037,user1037@example.com,Pakistan,German,Chat,Technical,Login Issue,Customer is facing an issue and needs support.,Complaint,-0.58,High,AI provided a helpful response.,FALSE,Pending,1,1,TRUE,2025-12-08T17:53:19.728667
TKT-11038,CUST-6038,User1038,user1038@example.com,Australia,English,Email,Billing,Refund Request,Customer is facing an issue and needs support.,Complaint,-0.51,Critical,AI provided a helpful response.,FALSE,Pending,48,2,FALSE,2026-01-23T15:37:19.728667
TKT-11039,CUST-6039,User1039,user1039@example.com,India,French,Chat,Technical,Bug Report,Customer is facing an issue and needs support.,Complaint,0.4,Low,AI provided a helpful response.,TRUE,Resolved,25,1,FALSE,2026-01-12T11:07:19.728667
TKT-11040,CUST-6040,User1040,user1040@example.com,Australia,Arabic,Email,Billing,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.98,Critical,AI provided a helpful response.,TRUE,Escalated,62,5,TRUE,2026-01-20T04:21:19.728667
TKT-11041,CUST-6041,User1041,user1041@example.com,USA,German,Email,Delivery,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,0.86,High,AI provided a helpful response.,FALSE,Escalated,67,1,TRUE,2026-02-05T14:41:19.728667
TKT-11042,CUST-6042,User1042,user1042@example.com,Germany,French,Email,Product,Payment Failure,Customer is facing an issue and needs support.,Request Info,-0.28,Medium,AI provided a helpful response.,FALSE,Escalated,13,4,TRUE,2026-01-21T01:54:19.728667
TKT-11043,CUST-6043,User1043,user1043@example.com,India,English,WhatsApp,Billing,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,0.72,Critical,AI provided a helpful response.,TRUE,Pending,57,5,TRUE,2025-12-25T21:03:19.728667
TKT-11044,CUST-6044,User1044,user1044@example.com,UK,Urdu,Chat,Delivery,Bug Report,Customer is facing an issue and needs support.,Get Help,-0.17,Critical,AI provided a helpful response.,TRUE,Resolved,47,2,FALSE,2025-12-28T13:50:19.728667
TKT-11045,CUST-6045,User1045,user1045@example.com,India,Hindi,Chat,Account,Payment Failure,Customer is facing an issue and needs support.,Complaint,-0.93,High,AI provided a helpful response.,TRUE,Pending,16,3,FALSE,2026-01-12T01:47:19.728667
TKT-11046,CUST-6046,User1046,user1046@example.com,UK,Urdu,Email,Technical,Bug Report,Customer is facing an issue and needs support.,Complaint,0.08,Critical,AI provided a helpful response.,FALSE,Resolved,65,5,TRUE,2025-12-26T03:57:19.728667
TKT-11047,CUST-6047,User1047,user1047@example.com,Australia,German,Chat,Technical,Login Issue,Customer is facing an issue and needs support.,Request Info,0.25,High,AI provided a helpful response.,FALSE,Escalated,44,3,TRUE,2026-01-01T07:40:19.728667
TKT-11048,CUST-6048,User1048,user1048@example.com,Pakistan,French,Web,Technical,Bug Report,Customer is facing an issue and needs support.,Cancel Service,-0.46,Medium,AI provided a helpful response.,FALSE,Escalated,20,3,FALSE,2026-01-03T20:17:19.728667
TKT-11049,CUST-6049,User1049,user1049@example.com,France,Arabic,Email,Delivery,Login Issue,Customer is facing an issue and needs support.,Complaint,-0.71,Critical,AI provided a helpful response.,TRUE,Escalated,22,1,FALSE,2026-01-29T07:36:19.728667
TKT-11050,CUST-6050,User1050,user1050@example.com,UAE,French,WhatsApp,Billing,Login Issue,Customer is facing an issue and needs support.,Complaint,0.35,Critical,AI provided a helpful response.,FALSE,Resolved,55,4,TRUE,2026-01-30T13:37:19.728667
TKT-11051,CUST-6051,User1051,user1051@example.com,France,Arabic,WhatsApp,Account,General Inquiry,Customer is facing an issue and needs support.,Complaint,0.28,Critical,AI provided a helpful response.,TRUE,Resolved,51,3,TRUE,2025-12-07T12:25:19.728667
TKT-11052,CUST-6052,User1052,user1052@example.com,UAE,Urdu,Email,Product,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.44,Low,AI provided a helpful response.,FALSE,Escalated,53,2,TRUE,2025-12-26T19:49:19.728667
TKT-11053,CUST-6053,User1053,user1053@example.com,Canada,Hindi,Email,Delivery,Payment Failure,Customer is facing an issue and needs support.,Request Info,-0.62,High,AI provided a helpful response.,TRUE,Pending,29,1,TRUE,2026-01-01T00:12:19.728667
TKT-11054,CUST-6054,User1054,user1054@example.com,Pakistan,German,Web,Product,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.39,Critical,AI provided a helpful response.,FALSE,Escalated,38,1,FALSE,2025-12-21T16:47:19.728667
TKT-11055,CUST-6055,User1055,user1055@example.com,Canada,Hindi,Web,Delivery,Bug Report,Customer is facing an issue and needs support.,Complaint,-0.84,High,AI provided a helpful response.,FALSE,Pending,9,1,TRUE,2026-01-08T00:06:19.728667
TKT-11056,CUST-6056,User1056,user1056@example.com,UK,Hindi,Web,Product,Refund Request,Customer is facing an issue and needs support.,Cancel Service,-0.82,Medium,AI provided a helpful response.,FALSE,Pending,20,3,FALSE,2026-01-29T00:53:19.728667
TKT-11057,CUST-6057,User1057,user1057@example.com,Canada,French,Email,Technical,Payment Failure,Customer is facing an issue and needs support.,Request Info,0.11,Low,AI provided a helpful response.,TRUE,Pending,1,1,TRUE,2026-01-03T03:34:19.728667
TKT-11058,CUST-6058,User1058,user1058@example.com,UK,Hindi,Chat,Technical,Bug Report,Customer is facing an issue and needs support.,Cancel Service,-0.82,Critical,AI provided a helpful response.,TRUE,Resolved,4,4,TRUE,2026-01-31T11:24:19.728667
TKT-11059,CUST-6059,User1059,user1059@example.com,USA,Arabic,WhatsApp,Delivery,General Inquiry,Customer is facing an issue and needs support.,Get Help,0.14,Medium,AI provided a helpful response.,TRUE,Escalated,44,5,TRUE,2026-01-17T17:36:19.728667
TKT-11060,CUST-6060,User1060,user1060@example.com,Australia,French,Chat,Technical,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.5,High,AI provided a helpful response.,FALSE,Pending,24,4,TRUE,2026-01-21T02:28:19.728667
TKT-11061,CUST-6061,User1061,user1061@example.com,Germany,Hindi,Web,Account,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.68,High,AI provided a helpful response.,TRUE,Escalated,58,4,FALSE,2026-01-06T13:46:19.728667
TKT-11062,CUST-6062,User1062,user1062@example.com,UAE,English,Chat,Delivery,Login Issue,Customer is facing an issue and needs support.,Get Help,0.11,Critical,AI provided a helpful response.,FALSE,Resolved,18,3,TRUE,2026-01-13T13:40:19.728667
TKT-11063,CUST-6063,User1063,user1063@example.com,India,English,Chat,Technical,General Inquiry,Customer is facing an issue and needs support.,Complaint,-0.46,Critical,AI provided a helpful response.,TRUE,Escalated,21,5,TRUE,2026-02-06T14:47:19.728667
TKT-11064,CUST-6064,User1064,user1064@example.com,Germany,French,Chat,Technical,Refund Request,Customer is facing an issue and needs support.,Get Help,0.74,Critical,AI provided a helpful response.,TRUE,Escalated,66,2,TRUE,2025-12-16T11:55:19.728667
TKT-11065,CUST-6065,User1065,user1065@example.com,Australia,French,Email,Product,Refund Request,Customer is facing an issue and needs support.,Request Info,-0.12,High,AI provided a helpful response.,TRUE,Pending,31,4,TRUE,2026-01-01T05:03:19.728667
TKT-11066,CUST-6066,User1066,user1066@example.com,Australia,French,Chat,Delivery,Bug Report,Customer is facing an issue and needs support.,Get Help,-0.21,Critical,AI provided a helpful response.,TRUE,Escalated,61,2,TRUE,2026-01-07T23:10:19.728667
TKT-11067,CUST-6067,User1067,user1067@example.com,Canada,Hindi,Web,Account,Login Issue,Customer is facing an issue and needs support.,Cancel Service,0.01,High,AI provided a helpful response.,TRUE,Resolved,61,1,TRUE,2026-01-03T00:44:19.728667
TKT-11068,CUST-6068,User1068,user1068@example.com,France,Urdu,Web,Product,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.39,Critical,AI provided a helpful response.,FALSE,Escalated,62,4,FALSE,2025-12-13T07:40:19.728667
TKT-11069,CUST-6069,User1069,user1069@example.com,Canada,German,Chat,Account,Login Issue,Customer is facing an issue and needs support.,Request Info,-0.04,High,AI provided a helpful response.,TRUE,Pending,61,5,FALSE,2025-12-21T13:25:19.728667
TKT-11070,CUST-6070,User1070,user1070@example.com,France,Urdu,Chat,Product,Bug Report,Customer is facing an issue and needs support.,Complaint,-0.39,Medium,AI provided a helpful response.,FALSE,Pending,51,5,FALSE,2025-12-09T09:19:19.728667
TKT-11071,CUST-6071,User1071,user1071@example.com,Pakistan,Urdu,WhatsApp,Billing,Bug Report,Customer is facing an issue and needs support.,Request Info,-0.16,Medium,AI provided a helpful response.,TRUE,Pending,55,5,TRUE,2026-01-21T05:34:19.728667
TKT-11072,CUST-6072,User1072,user1072@example.com,Australia,French,Web,Delivery,Login Issue,Customer is facing an issue and needs support.,Request Info,0.96,Low,AI provided a helpful response.,TRUE,Resolved,38,1,TRUE,2026-01-15T00:07:19.728667
TKT-11073,CUST-6073,User1073,user1073@example.com,Australia,Hindi,Email,Technical,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.86,High,AI provided a helpful response.,FALSE,Escalated,37,5,FALSE,2026-01-30T13:43:19.728667
TKT-11074,CUST-6074,User1074,user1074@example.com,Australia,Hindi,WhatsApp,Technical,Bug Report,Customer is facing an issue and needs support.,Complaint,-0.29,Critical,AI provided a helpful response.,TRUE,Resolved,29,3,TRUE,2026-01-25T10:50:19.728667
TKT-11075,CUST-6075,User1075,user1075@example.com,India,German,WhatsApp,Technical,Login Issue,Customer is facing an issue and needs support.,Get Help,-0.04,Medium,AI provided a helpful response.,FALSE,Resolved,58,2,TRUE,2025-12-21T05:36:19.728667
TKT-11076,CUST-6076,User1076,user1076@example.com,Pakistan,Urdu,Email,Delivery,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.2,Medium,AI provided a helpful response.,TRUE,Pending,37,2,FALSE,2025-12-03T12:21:19.728667
TKT-11077,CUST-6077,User1077,user1077@example.com,Australia,French,Email,Technical,General Inquiry,Customer is facing an issue and needs support.,Complaint,-0.26,Low,AI provided a helpful response.,FALSE,Escalated,19,3,FALSE,2025-12-24T22:53:19.728667
TKT-11078,CUST-6078,User1078,user1078@example.com,USA,Arabic,Email,Account,Payment Failure,Customer is facing an issue and needs support.,Get Help,-0.07,Critical,AI provided a helpful response.,FALSE,Resolved,52,2,TRUE,2025-12-20T02:56:19.728667
TKT-11079,CUST-6079,User1079,user1079@example.com,India,French,WhatsApp,Account,Payment Failure,Customer is facing an issue and needs support.,Request Info,-0.98,High,AI provided a helpful response.,FALSE,Pending,44,2,TRUE,2026-01-10T13:41:19.728667
TKT-11080,CUST-6080,User1080,user1080@example.com,Germany,Urdu,WhatsApp,Technical,Refund Request,Customer is facing an issue and needs support.,Complaint,-0.24,High,AI provided a helpful response.,FALSE,Pending,19,1,FALSE,2026-01-28T21:09:19.728667
TKT-11081,CUST-6081,User1081,user1081@example.com,India,Arabic,Web,Billing,Refund Request,Customer is facing an issue and needs support.,Get Help,-0.12,Medium,AI provided a helpful response.,TRUE,Resolved,10,2,FALSE,2026-01-18T12:12:19.728667
TKT-11082,CUST-6082,User1082,user1082@example.com,Canada,German,WhatsApp,Delivery,Bug Report,Customer is facing an issue and needs support.,Get Help,0.59,Medium,AI provided a helpful response.,TRUE,Escalated,30,3,FALSE,2026-01-15T02:10:19.728667
TKT-11083,CUST-6083,User1083,user1083@example.com,UAE,English,WhatsApp,Technical,General Inquiry,Customer is facing an issue and needs support.,Get Help,-0.95,Medium,AI provided a helpful response.,TRUE,Resolved,48,5,TRUE,2025-12-07T08:40:19.728667
TKT-11084,CUST-6084,User1084,user1084@example.com,Pakistan,English,Web,Technical,General Inquiry,Customer is facing an issue and needs support.,Complaint,0.08,Medium,AI provided a helpful response.,TRUE,Pending,41,5,FALSE,2025-12-07T20:05:19.728667
TKT-11085,CUST-6085,User1085,user1085@example.com,India,Urdu,Chat,Billing,Login Issue,Customer is facing an issue and needs support.,Request Info,0.17,Critical,AI provided a helpful response.,FALSE,Resolved,32,1,FALSE,2025-12-14T17:22:19.728667
TKT-11086,CUST-6086,User1086,user1086@example.com,Pakistan,Arabic,Chat,Delivery,Refund Request,Customer is facing an issue and needs support.,Get Help,-0.13,Medium,AI provided a helpful response.,FALSE,Resolved,33,1,FALSE,2025-12-05T15:40:19.728667
TKT-11087,CUST-6087,User1087,user1087@example.com,India,English,Chat,Product,Login Issue,Customer is facing an issue and needs support.,Cancel Service,0.49,Medium,AI provided a helpful response.,TRUE,Pending,9,4,TRUE,2026-01-14T12:42:19.728667
TKT-11088,CUST-6088,User1088,user1088@example.com,UK,German,Chat,Billing,Bug Report,Customer is facing an issue and needs support.,Complaint,-0.89,Critical,AI provided a helpful response.,FALSE,Pending,10,5,FALSE,2026-01-21T11:21:19.728667
TKT-11089,CUST-6089,User1089,user1089@example.com,Pakistan,Urdu,Email,Billing,Payment Failure,Customer is facing an issue and needs support.,Complaint,0.49,High,AI provided a helpful response.,TRUE,Resolved,45,1,TRUE,2025-12-18T06:12:19.728667
TKT-11090,CUST-6090,User1090,user1090@example.com,UAE,English,Chat,Delivery,Payment Failure,Customer is facing an issue and needs support.,Request Info,-0.97,Low,AI provided a helpful response.,FALSE,Escalated,33,3,FALSE,2026-01-17T16:40:19.728667
TKT-11091,CUST-6091,User1091,user1091@example.com,Australia,English,Web,Technical,Payment Failure,Customer is facing an issue and needs support.,Complaint,0.88,Critical,AI provided a helpful response.,FALSE,Pending,60,1,FALSE,2026-01-05T03:01:19.728667
TKT-11092,CUST-6092,User1092,user1092@example.com,India,Urdu,WhatsApp,Technical,Payment Failure,Customer is facing an issue and needs support.,Request Info,0.62,Low,AI provided a helpful response.,FALSE,Pending,44,5,FALSE,2026-01-07T00:27:19.728667
TKT-11093,CUST-6093,User1093,user1093@example.com,Australia,German,WhatsApp,Account,General Inquiry,Customer is facing an issue and needs support.,Complaint,-0.74,High,AI provided a helpful response.,TRUE,Escalated,16,5,FALSE,2026-01-25T07:30:19.728667
TKT-11094,CUST-6094,User1094,user1094@example.com,Pakistan,Urdu,Email,Account,Bug Report,Customer is facing an issue and needs support.,Request Info,0.48,High,AI provided a helpful response.,FALSE,Pending,55,1,FALSE,2026-01-03T06:19:19.728667
TKT-11095,CUST-6095,User1095,user1095@example.com,Canada,Hindi,Web,Technical,Login Issue,Customer is facing an issue and needs support.,Get Help,0.19,Low,AI provided a helpful response.,TRUE,Resolved,34,5,FALSE,2025-12-19T00:41:19.728667
TKT-11096,CUST-6096,User1096,user1096@example.com,UAE,Urdu,Chat,Delivery,Refund Request,Customer is facing an issue and needs support.,Complaint,0.01,Low,AI provided a helpful response.,TRUE,Escalated,8,1,FALSE,2025-12-24T18:19:19.728667
TKT-11097,CUST-6097,User1097,user1097@example.com,Germany,English,Email,Technical,General Inquiry,Customer is facing an issue and needs support.,Request Info,0.44,Critical,AI provided a helpful response.,TRUE,Pending,68,4,FALSE,2026-01-29T04:18:19.728667
TKT-11098,CUST-6098,User1098,user1098@example.com,Canada,German,Web,Delivery,Payment Failure,Customer is facing an issue and needs support.,Complaint,-0.27,Low,AI provided a helpful response.,FALSE,Resolved,56,3,FALSE,2026-01-14T13:42:19.728667
TKT-11099,CUST-6099,User1099,user1099@example.com,Germany,German,WhatsApp,Technical,Login Issue,Customer is facing an issue and needs support.,Cancel Service,0.21,Low,AI provided a helpful response.,TRUE,Pending,45,1,TRUE,2025-12-31T01:28:19.728667
TKT-11100,CUST-6100,User1100,user1100@example.com,France,French,Email,Product,Bug Report,Customer is facing an issue and needs support.,Request Info,-0.26,High,AI provided a helpful response.,FALSE,Resolved,27,1,FALSE,2026-02-09T10:06:19.728667
TKT-11101,CUST-6101,User1101,user1101@example.com,UAE,Hindi,Web,Account,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.94,Medium,AI provided a helpful response.,TRUE,Escalated,39,5,FALSE,2025-12-13T09:36:19.728667
TKT-11102,CUST-6102,User1102,user1102@example.com,USA,German,Web,Account,Login Issue,Customer is facing an issue and needs support.,Complaint,0.29,High,AI provided a helpful response.,TRUE,Pending,5,2,FALSE,2026-01-26T05:10:19.728667
TKT-11103,CUST-6103,User1103,user1103@example.com,Germany,English,WhatsApp,Delivery,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.35,Low,AI provided a helpful response.,FALSE,Resolved,6,1,TRUE,2026-01-25T23:54:19.728667
TKT-11104,CUST-6104,User1104,user1104@example.com,Pakistan,German,Web,Product,Refund Request,Customer is facing an issue and needs support.,Request Info,0.29,Medium,AI provided a helpful response.,FALSE,Escalated,44,3,FALSE,2025-12-10T21:10:19.728667
TKT-11105,CUST-6105,User1105,user1105@example.com,Germany,Hindi,WhatsApp,Delivery,Refund Request,Customer is facing an issue and needs support.,Request Info,-0.33,Low,AI provided a helpful response.,FALSE,Pending,38,1,FALSE,2025-12-17T05:56:19.728667
TKT-11106,CUST-6106,User1106,user1106@example.com,USA,French,Chat,Account,General Inquiry,Customer is facing an issue and needs support.,Complaint,-0.66,Medium,AI provided a helpful response.,FALSE,Pending,6,3,TRUE,2026-02-04T19:49:19.728667
TKT-11107,CUST-6107,User1107,user1107@example.com,Germany,Hindi,WhatsApp,Technical,General Inquiry,Customer is facing an issue and needs support.,Request Info,0.36,Low,AI provided a helpful response.,FALSE,Escalated,58,4,FALSE,2025-12-23T20:52:19.728667
TKT-11108,CUST-6108,User1108,user1108@example.com,UK,Hindi,Email,Account,Bug Report,Customer is facing an issue and needs support.,Get Help,-0.49,High,AI provided a helpful response.,FALSE,Pending,12,2,FALSE,2025-12-27T13:52:19.728667
TKT-11109,CUST-6109,User1109,user1109@example.com,USA,German,Email,Delivery,General Inquiry,Customer is facing an issue and needs support.,Request Info,0.39,High,AI provided a helpful response.,FALSE,Escalated,64,1,FALSE,2026-01-20T15:25:19.728667
TKT-11110,CUST-6110,User1110,user1110@example.com,France,German,Email,Delivery,Payment Failure,Customer is facing an issue and needs support.,Request Info,0.21,Low,AI provided a helpful response.,TRUE,Pending,21,1,TRUE,2025-12-27T21:54:19.728667
TKT-11111,CUST-6111,User1111,user1111@example.com,UAE,English,Chat,Billing,Login Issue,Customer is facing an issue and needs support.,Request Info,-0.1,High,AI provided a helpful response.,TRUE,Pending,32,3,TRUE,2026-02-08T23:32:19.728667
TKT-11112,CUST-6112,User1112,user1112@example.com,India,Hindi,WhatsApp,Product,Login Issue,Customer is facing an issue and needs support.,Cancel Service,-0.62,Medium,AI provided a helpful response.,TRUE,Resolved,16,4,FALSE,2026-01-05T13:15:19.728667
TKT-11113,CUST-6113,User1113,user1113@example.com,USA,French,Web,Delivery,Bug Report,Customer is facing an issue and needs support.,Request Info,0.24,High,AI provided a helpful response.,TRUE,Escalated,39,5,TRUE,2026-02-04T06:56:19.728667
TKT-11114,CUST-6114,User1114,user1114@example.com,Canada,Urdu,WhatsApp,Product,Payment Failure,Customer is facing an issue and needs support.,Request Info,-0.2,Critical,AI provided a helpful response.,TRUE,Pending,63,5,FALSE,2026-01-19T13:34:19.728667
TKT-11115,CUST-6115,User1115,user1115@example.com,India,French,WhatsApp,Account,Refund Request,Customer is facing an issue and needs support.,Get Help,0.54,Medium,AI provided a helpful response.,TRUE,Pending,51,2,TRUE,2026-02-03T09:08:19.728667
TKT-11116,CUST-6116,User1116,user1116@example.com,Germany,Urdu,Chat,Product,Payment Failure,Customer is facing an issue and needs support.,Request Info,0.87,High,AI provided a helpful response.,FALSE,Escalated,71,3,FALSE,2026-01-08T08:23:19.728667
TKT-11117,CUST-6117,User1117,user1117@example.com,USA,Arabic,Chat,Technical,Bug Report,Customer is facing an issue and needs support.,Cancel Service,0.2,Medium,AI provided a helpful response.,FALSE,Resolved,47,2,FALSE,2025-12-22T16:23:19.728667
TKT-11118,CUST-6118,User1118,user1118@example.com,Germany,German,WhatsApp,Account,General Inquiry,Customer is facing an issue and needs support.,Get Help,-0.04,Low,AI provided a helpful response.,TRUE,Escalated,59,5,FALSE,2026-01-02T23:30:19.728667
TKT-11119,CUST-6119,User1119,user1119@example.com,India,Hindi,Chat,Account,Payment Failure,Customer is facing an issue and needs support.,Get Help,-0.92,Low,AI provided a helpful response.,TRUE,Escalated,70,3,TRUE,2026-01-25T01:58:19.728667
TKT-11120,CUST-6120,User1120,user1120@example.com,Canada,Urdu,Email,Product,General Inquiry,Customer is facing an issue and needs support.,Complaint,-0.34,Critical,AI provided a helpful response.,FALSE,Resolved,38,3,TRUE,2025-12-13T22:35:19.728667
TKT-11121,CUST-6121,User1121,user1121@example.com,USA,Urdu,Web,Technical,Login Issue,Customer is facing an issue and needs support.,Complaint,-0.37,Medium,AI provided a helpful response.,FALSE,Escalated,61,1,TRUE,2026-01-17T03:52:19.728667
TKT-11122,CUST-6122,User1122,user1122@example.com,Canada,Arabic,Email,Technical,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.83,Medium,AI provided a helpful response.,FALSE,Pending,45,1,FALSE,2026-01-08T08:31:19.728667
TKT-11123,CUST-6123,User1123,user1123@example.com,UAE,French,Email,Account,Bug Report,Customer is facing an issue and needs support.,Get Help,-0.98,Low,AI provided a helpful response.,FALSE,Escalated,19,3,FALSE,2025-12-31T17:02:19.728667
TKT-11124,CUST-6124,User1124,user1124@example.com,India,Urdu,Web,Delivery,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.87,Medium,AI provided a helpful response.,TRUE,Escalated,44,3,TRUE,2026-02-05T14:11:19.728667
TKT-11125,CUST-6125,User1125,user1125@example.com,Canada,Arabic,Chat,Account,Login Issue,Customer is facing an issue and needs support.,Get Help,-0.09,Critical,AI provided a helpful response.,FALSE,Resolved,69,5,FALSE,2025-12-13T12:29:19.728667
TKT-11126,CUST-6126,User1126,user1126@example.com,UAE,English,Web,Account,General Inquiry,Customer is facing an issue and needs support.,Complaint,-0.85,Critical,AI provided a helpful response.,TRUE,Pending,17,1,TRUE,2026-01-26T14:36:19.728667
TKT-11127,CUST-6127,User1127,user1127@example.com,France,Urdu,WhatsApp,Account,Bug Report,Customer is facing an issue and needs support.,Get Help,-0.07,Low,AI provided a helpful response.,FALSE,Pending,2,3,TRUE,2026-01-31T22:42:19.728667
TKT-11128,CUST-6128,User1128,user1128@example.com,Pakistan,English,Chat,Billing,Payment Failure,Customer is facing an issue and needs support.,Complaint,0.14,Medium,AI provided a helpful response.,FALSE,Escalated,27,3,FALSE,2026-01-06T17:11:19.728667
TKT-11129,CUST-6129,User1129,user1129@example.com,USA,French,Chat,Technical,Refund Request,Customer is facing an issue and needs support.,Get Help,-0.63,High,AI provided a helpful response.,FALSE,Escalated,5,2,TRUE,2026-01-06T17:12:19.728667
TKT-11130,CUST-6130,User1130,user1130@example.com,UK,Urdu,Web,Technical,General Inquiry,Customer is facing an issue and needs support.,Complaint,0.92,High,AI provided a helpful response.,TRUE,Pending,57,4,FALSE,2026-01-08T13:21:19.728667
